locus_tag	ftype	length_bp	gene	EC_number	COG	product
BJKHBEAE_03701	CDS	357	rpsM		COG0099	Small ribosomal subunit protein uS13
BJKHBEAE_03702	CDS	390	rpsK		COG0100	Small ribosomal subunit protein uS11
BJKHBEAE_03703	CDS	621	rpsD		COG0522	Small ribosomal subunit protein uS4
BJKHBEAE_03704	CDS	990	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
BJKHBEAE_03705	CDS	384	rplQ		COG0203	Large ribosomal subunit protein bL17
BJKHBEAE_03706	CDS	369				hypothetical protein
BJKHBEAE_03707	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
BJKHBEAE_03708	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
BJKHBEAE_03709	CDS	411	mscL		COG1970	Large-conductance mechanosensitive channel
BJKHBEAE_03710	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
BJKHBEAE_03711	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
BJKHBEAE_03712	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
BJKHBEAE_03713	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
BJKHBEAE_03714	CDS	1125				hypothetical protein
BJKHBEAE_03715	CDS	474	smg			Protein Smg
BJKHBEAE_03716	CDS	543	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
BJKHBEAE_03717	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
BJKHBEAE_03718	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
BJKHBEAE_03719	CDS	258				hypothetical protein
BJKHBEAE_03720	CDS	555	yrdA_2		COG0663	Protein YrdA
BJKHBEAE_03721	CDS	207				hypothetical protein
BJKHBEAE_03722	CDS	1674	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
BJKHBEAE_03723	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
BJKHBEAE_03724	CDS	573	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
BJKHBEAE_03725	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
BJKHBEAE_03726	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
BJKHBEAE_03727	CDS	258				hypothetical protein
BJKHBEAE_03728	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
BJKHBEAE_03729	CDS	1320	potE		COG0531	Putrescine transporter PotE
BJKHBEAE_03730	CDS	210				hypothetical protein
BJKHBEAE_03731	CDS	495				hypothetical protein
BJKHBEAE_03732	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
BJKHBEAE_03733	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
BJKHBEAE_03734	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
BJKHBEAE_03735	CDS	363	ybfE			putative protein YbfE
BJKHBEAE_03736	CDS	531	fldA		COG0716	Flavodoxin 1
BJKHBEAE_03737	CDS	447	fur		COG0735	Ferric uptake regulation protein
BJKHBEAE_03738	CDS	327	chiQ			putative lipoprotein ChiQ
BJKHBEAE_03739	CDS	1407	chiP			Chitoporin
BJKHBEAE_03740	CDS	1665	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
BJKHBEAE_03741	CDS	123				hypothetical protein
BJKHBEAE_03742	CDS	1947	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
BJKHBEAE_03743	CDS	801	nagB_2	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
BJKHBEAE_03744	CDS	1149	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
BJKHBEAE_03745	CDS	1221	nagC		COG1846	DNA-binding transcriptional dual regulator NagC
BJKHBEAE_03746	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
BJKHBEAE_03747	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
BJKHBEAE_03748	tRNA	77				tRNA-Met(cat)
BJKHBEAE_03749	tRNA	85				tRNA-Leu(tag)
BJKHBEAE_03750	tRNA	75				tRNA-Gln(ttg)
BJKHBEAE_03751	tRNA	75				tRNA-Gln(ctg)
BJKHBEAE_03752	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
BJKHBEAE_03753	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
BJKHBEAE_03754	CDS	1080	ybeZ		COG1702	PhoH-like protein
BJKHBEAE_03755	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
BJKHBEAE_03756	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
BJKHBEAE_03757	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
BJKHBEAE_03758	CDS	894	perR		COG0583	HTH-type transcriptional regulator PerR
BJKHBEAE_03759	CDS	864	era_3			GTPase Era
BJKHBEAE_03760	CDS	822				hypothetical protein
BJKHBEAE_03761	CDS	858				hypothetical protein
BJKHBEAE_03762	CDS	468				hypothetical protein
BJKHBEAE_03763	CDS	240				hypothetical protein
BJKHBEAE_03764	CDS	459	klcA_2			Antirestriction protein KlcA
BJKHBEAE_03765	CDS	477				hypothetical protein
BJKHBEAE_03766	CDS	222				hypothetical protein
BJKHBEAE_03767	CDS	318	yafW			Antitoxin YafW
BJKHBEAE_03768	CDS	342	ykfI			Toxin YkfI
BJKHBEAE_03769	CDS	105				hypothetical protein
BJKHBEAE_03770	tRNA	76				tRNA-Thr(cgt)
BJKHBEAE_03771	CDS	1254	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
BJKHBEAE_03772	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
BJKHBEAE_03773	CDS	1056	phoE		COG3203	Outer membrane porin PhoE
BJKHBEAE_03774	CDS	402	crl			Sigma factor-binding protein Crl
BJKHBEAE_03775	CDS	1245	frsA	3.1.1.1	COG1073	Esterase FrsA
BJKHBEAE_03776	CDS	459	gpt	2.4.2.-	COG2236	Xanthine-guanine phosphoribosyltransferase
BJKHBEAE_03777	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
BJKHBEAE_03778	CDS	501	prfH			Peptide chain release factor 
BJKHBEAE_03779	CDS	267				hypothetical protein
BJKHBEAE_03780	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
BJKHBEAE_03781	CDS	399	yafO	3.1.-.-		mRNA interferase toxin YafO
BJKHBEAE_03782	CDS	294	yafN		COG2161	Antitoxin YafN
BJKHBEAE_03783	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
BJKHBEAE_03784	CDS	636	lafU		COG1360	Chemotaxis protein LafU
BJKHBEAE_03785	CDS	1740	flhA_2			Flagellar biosynthesis protein FlhA
BJKHBEAE_03786	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
BJKHBEAE_03787	CDS	627				hypothetical protein
BJKHBEAE_03788	CDS	261	dinJ		COG3077	Antitoxin DinJ
BJKHBEAE_03789	CDS	279	yafQ	3.1.-.-	COG3041	mRNA interferase toxin YafQ
BJKHBEAE_03790	CDS	741	yafK	2.-.-.-	COG3034	Putative L,D-transpeptidase YafK
BJKHBEAE_03791	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
BJKHBEAE_03792	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
BJKHBEAE_03793	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
BJKHBEAE_03794	CDS	474	ivy			Inhibitor of vertebrate lysozyme
BJKHBEAE_03795	CDS	771	yafV	3.5.1.3	COG0388	Omega-amidase YafV
BJKHBEAE_03796	CDS	339				hypothetical protein
BJKHBEAE_03797	CDS	480				hypothetical protein
BJKHBEAE_03798	CDS	786				hypothetical protein
BJKHBEAE_03799	tRNA	77				tRNA-Asp(gtc)
BJKHBEAE_03800	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
BJKHBEAE_03801	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease HI
BJKHBEAE_03802	CDS	723	bioC_2	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
BJKHBEAE_03803	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
BJKHBEAE_03804	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
BJKHBEAE_03805	CDS	624	ycgJ	2.1.1.-	COG2226	putative methyltransferase YcgJ
BJKHBEAE_03806	CDS	780				hypothetical protein
BJKHBEAE_03807	CDS	915	crgA			HTH-type transcriptional regulator CrgA
BJKHBEAE_03808	CDS	804	dkgB	1.1.1.-	COG0656	Methylglyoxal reductase DkgB
BJKHBEAE_03809	CDS	96				hypothetical protein
BJKHBEAE_03810	CDS	264				hypothetical protein
BJKHBEAE_03811	CDS	1164	xerD_2			Tyrosine recombinase XerD
BJKHBEAE_03812	tRNA	77				tRNA-Arg(tct)
BJKHBEAE_03813	CDS	633	bvgA		COG2197	Virulence factors putative positive transcription regulator BvgA
BJKHBEAE_03814	CDS	516	sfmF		COG3539	putative fimbrial-like protein SfmF
BJKHBEAE_03815	CDS	978	sfmH		COG3539	putative fimbrial-like protein SfmH
BJKHBEAE_03816	CDS	2604	sfmD		COG3188	Outer membrane usher protein SfmD
BJKHBEAE_03817	CDS	693	sfmC		COG3121	putative fimbrial chaperone SfmC
BJKHBEAE_03818	CDS	543	sfmA		COG3539	putative fimbrial-like protein SfmA
BJKHBEAE_03819	CDS	867	folD		COG0190	Bifunctional protein FolD protein
BJKHBEAE_03820	CDS	213	ybcJ		COG2501	Putative RNA-binding protein YbcJ
BJKHBEAE_03821	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
BJKHBEAE_03822	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
BJKHBEAE_03823	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
BJKHBEAE_03824	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
BJKHBEAE_03825	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
BJKHBEAE_03826	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
BJKHBEAE_03827	CDS	894	allK	2.7.2.2	COG0549	Carbamate kinase
BJKHBEAE_03828	CDS	816	allH	2.1.3.5		Oxamate carbamoyltransferase subunit AllH
BJKHBEAE_03829	CDS	1260	allG_2	2.1.3.5	COG0074	Oxamate carbamoyltransferase subunit AllG
BJKHBEAE_03830	CDS	1668	allF_2	2.1.3.5	COG0074	Oxamate carbamoyltransferase subunit AllF
BJKHBEAE_03831	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
BJKHBEAE_03832	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
BJKHBEAE_03833	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
BJKHBEAE_03834	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
BJKHBEAE_03835	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
BJKHBEAE_03836	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
BJKHBEAE_03837	CDS	1455	ybbW		COG1953	Putative allantoin permease
BJKHBEAE_03838	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
BJKHBEAE_03839	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
BJKHBEAE_03840	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
BJKHBEAE_03841	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
BJKHBEAE_03842	CDS	483	allA	4.3.2.3		Ureidoglycolate lyase
BJKHBEAE_03843	CDS	927	allS		COG0583	HTH-type transcriptional activator AllS
BJKHBEAE_03844	CDS	1095	selU	2.9.1.3	COG2603	tRNA 2-selenouridine synthase
BJKHBEAE_03845	CDS	372				IS481 family transposase ISErsp1
BJKHBEAE_03846	CDS	261				hypothetical protein
BJKHBEAE_03847	CDS	711				hypothetical protein
BJKHBEAE_03848	CDS	369	ybbC			putative protein YbbC
BJKHBEAE_03849	CDS	873	rhsD_1		COG3209	Protein RhsD
BJKHBEAE_03850	CDS	234	pptA	5.3.2.-	COG1942	Tautomerase PptA
BJKHBEAE_03851	CDS	570				hypothetical protein
BJKHBEAE_03852	CDS	846	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
BJKHBEAE_03853	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
BJKHBEAE_03854	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
BJKHBEAE_03855	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
BJKHBEAE_03856	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
BJKHBEAE_03857	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
BJKHBEAE_03858	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
BJKHBEAE_03859	CDS	336				hypothetical protein
BJKHBEAE_03860	CDS	921				hypothetical protein
BJKHBEAE_03861	CDS	291	ompC2			Outer membrane porin C 2
BJKHBEAE_03862	CDS	825	yddG		COG0697	Aromatic amino acid exporter YddG
BJKHBEAE_03863	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
BJKHBEAE_03864	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
BJKHBEAE_03865	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
BJKHBEAE_03866	CDS	654	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
BJKHBEAE_03867	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
BJKHBEAE_03868	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
BJKHBEAE_03869	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
BJKHBEAE_03870	CDS	138	sra			Stationary-phase-induced ribosome-associated protein
BJKHBEAE_03871	CDS	216	bdm			Protein bdm
BJKHBEAE_03872	CDS	432	osmC	1.11.1.-	COG1764	Peroxiredoxin OsmC
BJKHBEAE_03873	CDS	927	ddpF		COG4608	putative D,D-dipeptide transport ATP-binding protein DdpF
BJKHBEAE_03874	CDS	987	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
BJKHBEAE_03875	CDS	897	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
BJKHBEAE_03876	CDS	1023	ddpB		COG0601	putative D,D-dipeptide transport system permease protein DdpB
BJKHBEAE_03877	CDS	1551	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
BJKHBEAE_03878	CDS	582	ddpX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
BJKHBEAE_03879	CDS	2400	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
BJKHBEAE_03880	CDS	1383	dosC	2.7.7.65	COG3706	Diguanylate cyclase DosC
BJKHBEAE_03881	CDS	1320	digH	3.2.1.-	COG1649	Glycosyl hydrolase DigH
BJKHBEAE_03882	CDS	1536	gadC		COG0531	Glutamate/gamma-aminobutyrate antiporter
BJKHBEAE_03883	CDS	402	nikR		COG0864	Nickel-responsive regulator
BJKHBEAE_03884	CDS	807	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
BJKHBEAE_03885	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
BJKHBEAE_03886	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
BJKHBEAE_03887	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
BJKHBEAE_03888	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
BJKHBEAE_03889	CDS	588				hypothetical protein
BJKHBEAE_03890	CDS	1050	yhhT_2		COG0628	Putative transport protein YhhT
BJKHBEAE_03891	CDS	1251	yhhS		COG0477	putative MFS-type transporter YhhS
BJKHBEAE_03892	CDS	558	dcrB			Inner membrane lipoprotein DcrB
BJKHBEAE_03893	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
BJKHBEAE_03894	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
BJKHBEAE_03895	CDS	2199	zntA	7.2.2.-	COG2217	Zinc/cadmium/lead-transporting P-type ATPase
BJKHBEAE_03896	CDS	627				hypothetical protein
BJKHBEAE_03897	CDS	360				hypothetical protein
BJKHBEAE_03898	CDS	270				hypothetical protein
BJKHBEAE_03899	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
BJKHBEAE_03900	CDS	1494	ftsY	3.6.5.4	COG0552	Signal recognition particle receptor FtsY
BJKHBEAE_03901	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
BJKHBEAE_03902	CDS	1059	ftsX		COG2177	Cell division protein FtsX
BJKHBEAE_03903	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
BJKHBEAE_03904	CDS	1104	livJ		COG0683	Leu/Ile/Val-binding protein
BJKHBEAE_03905	CDS	384	panZ		COG0456	PanD regulatory factor
BJKHBEAE_03906	CDS	1110	livK		COG0683	Leucine-specific-binding protein
BJKHBEAE_03907	CDS	927	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BJKHBEAE_03908	CDS	1278				hypothetical protein
BJKHBEAE_03909	CDS	768	lptB_2	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BJKHBEAE_03910	CDS	714	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BJKHBEAE_03911	CDS	1317	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
BJKHBEAE_03912	CDS	888	ugpA		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
BJKHBEAE_03913	CDS	846	ugpE		COG0395	sn-glycerol-3-phosphate transport system permease protein UgpE
BJKHBEAE_03914	CDS	1071	ugpC_1	7.6.2.10	COG3842	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BJKHBEAE_03915	CDS	744	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
BJKHBEAE_03916	CDS	441	yhhA			putative protein YhhA
BJKHBEAE_03917	CDS	1743	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
BJKHBEAE_03918	CDS	285				hypothetical protein
BJKHBEAE_03919	CDS	156				hypothetical protein
BJKHBEAE_03920	CDS	258				hypothetical protein
BJKHBEAE_03921	CDS	951	uspE		COG0589	Universal stress protein E
BJKHBEAE_03922	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
BJKHBEAE_03923	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
BJKHBEAE_03924	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
BJKHBEAE_03925	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
BJKHBEAE_03926	CDS	1311	abgA	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit A
BJKHBEAE_03927	CDS	909	tsaR_2			HTH-type transcriptional regulator TsaR
BJKHBEAE_03928	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
BJKHBEAE_03929	CDS	1233	dgcM	2.7.7.65	COG3706	Diguanylate cyclase DgcM
BJKHBEAE_03930	CDS	984	zntB		COG0598	Zinc transport protein ZntB
BJKHBEAE_03931	CDS	174	ynaL			Protein YnaL
BJKHBEAE_03932	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
BJKHBEAE_03933	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
BJKHBEAE_03934	CDS	1236	intQ_2		COG0582	Putative defective protein IntQ
BJKHBEAE_03935	CDS	216				hypothetical protein
BJKHBEAE_03936	CDS	210	rcbA			Double-strand break reduction protein
BJKHBEAE_03937	CDS	810	recT		COG3723	Protein RecT
BJKHBEAE_03938	CDS	2601	recE	3.1.11.-	COG0847	Exodeoxyribonuclease 8
BJKHBEAE_03939	CDS	276				hypothetical protein
BJKHBEAE_03940	CDS	171				hypothetical protein
BJKHBEAE_03941	CDS	222	kilR			Killing protein KilR
BJKHBEAE_03942	CDS	612				hypothetical protein
BJKHBEAE_03943	CDS	156				hypothetical protein
BJKHBEAE_03944	CDS	135	ydaG			putative protein YdaG
BJKHBEAE_03945	CDS	477	racR			DNA-binding transcriptional repressor RacR
BJKHBEAE_03946	CDS	297	ydaS		COG4197	Putative transcriptional regulator YdaS
BJKHBEAE_03947	CDS	423	ydaT			Transcriptional regulator YdaT
BJKHBEAE_03948	CDS	858				hypothetical protein
BJKHBEAE_03949	CDS	747	dnaC_2	3.6.4.-	COG1484	Replicative helicase loader DnaC
BJKHBEAE_03950	CDS	561	ydaW		COG1846	Protein YdaW
BJKHBEAE_03951	CDS	300				hypothetical protein
BJKHBEAE_03952	CDS	1425	trkG		COG0168	Trk system potassium uptake protein TrkG
BJKHBEAE_03953	CDS	264				hypothetical protein
BJKHBEAE_03954	CDS	360	ydaY			Protein YdaY
BJKHBEAE_03955	CDS	1029				hypothetical protein
BJKHBEAE_03956	CDS	981			COG3039	IS5 family transposase ISKpn26
BJKHBEAE_03957	CDS	738				hypothetical protein
BJKHBEAE_03958	CDS	213				hypothetical protein
BJKHBEAE_03959	CDS	618	gstB_2	2.5.1.18		Glutathione S-transferase GST-6.0
BJKHBEAE_03960	CDS	1500	ansP2		COG1113	L-asparagine permease 2
BJKHBEAE_03961	CDS	1062	yncE		COG3391	putative protein YncE
BJKHBEAE_03962	CDS	2103	pqqU		COG4772	Pyrroloquinoline quinone transporter
BJKHBEAE_03963	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
BJKHBEAE_03964	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
BJKHBEAE_03965	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
BJKHBEAE_03966	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
BJKHBEAE_03967	CDS	234	ydcY			putative protein YdcY
BJKHBEAE_03968	CDS	174	ortT			Orphan toxin OrtT
BJKHBEAE_03969	CDS	1425	patD	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
BJKHBEAE_03970	CDS	795	ydcV		COG1177	Inner membrane ABC transporter permease protein YdcV
BJKHBEAE_03971	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
BJKHBEAE_03972	CDS	1014	potA_2	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BJKHBEAE_03973	CDS	1146	ydcS	2.3.1.-	COG0687	Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
BJKHBEAE_03974	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
BJKHBEAE_03975	CDS	438	hicB		COG1598	Antitoxin HicB
BJKHBEAE_03976	CDS	177	hicA	3.1.-.-	COG1724	putative mRNA interferase toxin HicA
BJKHBEAE_03977	CDS	171				hypothetical protein
BJKHBEAE_03978	CDS	1962	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
BJKHBEAE_03979	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
BJKHBEAE_03980	CDS	1176	ydcO		COG3135	Inner membrane protein YdcO
BJKHBEAE_03981	CDS	1149				IS200/IS605 family transposase IS609
BJKHBEAE_03982	CDS	288	tnpA		COG1943	ISDra2 transposase TnpA
BJKHBEAE_03983	CDS	669				hypothetical protein
BJKHBEAE_03984	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
BJKHBEAE_03985	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
BJKHBEAE_03986	CDS	981				hypothetical protein
BJKHBEAE_03987	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
BJKHBEAE_03988	CDS	225				hypothetical protein
BJKHBEAE_03989	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
BJKHBEAE_03990	CDS	1344	ydcJ	1.13.11.93	COG5383	2-oxoadipate dioxygenase/decarboxylase
BJKHBEAE_03991	CDS	435	uspF		COG0589	Universal stress protein F
BJKHBEAE_03992	CDS	1134	ompN_2		COG3203	Outer membrane porin N
BJKHBEAE_03993	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
BJKHBEAE_03994	CDS	267				hypothetical protein
BJKHBEAE_03995	CDS	423	hslJ		COG3187	Heat shock protein HslJ
BJKHBEAE_03996	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
BJKHBEAE_03997	CDS	2640	ydbH		COG2911	putative phospholipid transport protein YdbH
BJKHBEAE_03998	CDS	186	ynbE			Outer membrane lipoprotein YnbE
BJKHBEAE_03999	CDS	327				hypothetical protein
BJKHBEAE_04000	CDS	906	feaR		COG2207	Transcriptional activator FeaR
BJKHBEAE_04001	CDS	1500	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
BJKHBEAE_04002	CDS	2274	tynA	1.4.3.21	COG3733	Primary amine oxidase
BJKHBEAE_04003	CDS	2046	paaZ		COG1012	Bifunctional protein PaaZ
BJKHBEAE_04004	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
BJKHBEAE_04005	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
BJKHBEAE_04006	CDS	747	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
BJKHBEAE_04007	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
BJKHBEAE_04008	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
BJKHBEAE_04009	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
BJKHBEAE_04010	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
BJKHBEAE_04011	CDS	1383	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
BJKHBEAE_04012	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
BJKHBEAE_04013	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
BJKHBEAE_04014	CDS	1314	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
BJKHBEAE_04015	CDS	951	paaX		COG3327	Transcriptional repressor PaaX
BJKHBEAE_04016	CDS	591		4.2.1.1	COG0663	Carbonic anhydrase
BJKHBEAE_04017	CDS	609				hypothetical protein
BJKHBEAE_04018	CDS	1131				hypothetical protein
BJKHBEAE_04019	CDS	282	wbbL_2	2.4.1.-		Rhamnosyltransferase WbbL
BJKHBEAE_04020	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
BJKHBEAE_04021	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
